Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
157233.0,-0.379186646582353,0.820921302102264,-0.378135167756158,-0.402786712136255,1.14007307877725,-0.634584596679503,0.873462194718709,-0.106918774533369,0.167598582480952,-0.896156251969593,-0.939720800780281,-0.0761921871154688,0.0741345983577425,-1.44155106786402,-0.865895390174953,-0.147374261509833,0.774565658679291,0.0642154749077943,-0.250495352704549,0.0450591516728722,0.0913391217548474,0.5559081527279,-0.227151951710814,0.588350765054615,0.199116364984686,0.662741750482784,0.121115860126082,0.149473668955684,12.36,0
150138.0,-2.15085504470997,2.18791662800118,-3.43051589218087,0.119476214172018,-0.173210022248717,0.290699943542092,-2.80898761953492,-2.67935050574045,-0.556684932588288,-4.48548270396242,1.90399926160786,-2.64421945060054,-0.982272877372442,-4.69115085524464,-0.6930797524851,-2.55325078310516,-3.48343626722796,-0.0648523857005649,1.49032876283779,0.53214542192165,-0.0732053058243562,0.561496277430611,-0.0750342624995709,-0.437619179374193,0.353840756362622,-0.521338535540234,0.144464860203719,0.02658811547881,50.0,1
17838.0,-5.18787810836635,6.96770866359565,-13.510931139095,8.61789514115238,-11.2144223939458,0.6722478387604,-9.46253281088355,5.32870420774381,-4.89700552817542,-11.7868116556041,9.36907905765884,-15.0941631493865,1.25637700700759,-11.8521613037824,0.274429814172421,-10.6882417917386,-18.3888105354245,-6.89884013301839,2.38280793552097,-0.623737291574186,2.08608300107406,0.760190240866359,0.716805785858217,-0.646743429628277,-1.61704292571624,0.172346889503238,0.626646780979254,-0.169726031129409,766.36,1
165617.0,-0.549567299777963,0.870999620651836,2.12774383683782,-0.39859211568599,0.0112600730027891,-0.314595331495714,0.638022985622944,-0.129120903649542,0.396772469481794,-0.563974554561048,-0.846552370520015,-0.270826894900326,-0.201307544879196,-0.182679004763391,1.38063821426384,-0.198845552995393,-0.477505807663546,0.314422327223725,0.769063460281454,0.215699696759784,-0.225742636919032,-0.312293401069579,-0.338846043177775,-0.162332414375162,0.360074211480419,-0.663589962417753,0.191104737561238,-0.0809768341970985,1.0,0
45305.0,1.16976164925975,0.224159163199547,0.288478865099051,0.531172212564797,-0.163240381808409,-0.286386572607567,-0.122390404214105,0.105959977618697,-0.166964197340106,-0.145648058169811,1.77928587057227,0.783862069213372,-0.299125816914505,0.0210910580703149,0.691868282469584,0.403151547036761,0.0453273641455715,-0.200052250377401,-0.263348277398988,-0.127920462909319,-0.213201478803243,-0.638202653954847,0.15094134926751,-0.0337717018244302,0.0992382361347599,0.108227248305641,-0.0132012927034269,0.0163326993016709,1.98,0
169991.0,2.12869512654318,0.0529031040380256,-1.97951324408322,0.107523641099525,0.848720068658174,-0.56393492072034,0.528459724652901,-0.404408626401999,0.180856496639099,0.0312492719135289,-1.06951786932699,0.980934865167193,1.57571177781471,0.0483771389201192,-0.478443157136878,-0.505015712815314,-0.317348368366323,-0.939317500073431,0.372701186833633,-0.0815072487836422,-0.0558328276778817,0.0933890327570369,0.0340388714253408,0.284136341768948,0.284312583754307,0.672673842128496,-0.0983057178233755,-0.0736437551651976,8.71,0
64775.0,-1.32108762944758,1.09614101960625,-0.951009977532858,0.306929885837795,1.93944981490237,3.68377015964151,-0.634964707020344,1.78307107802568,-0.676108408669107,-0.342674285879135,-0.908145437088638,0.213102821261529,-0.0728336317551458,0.745864314249135,0.10515722720276,-0.352719036131673,0.185271919785323,0.29097869391758,1.44179840939294,0.102941419496418,-0.0026448450620112,-0.204511331982833,-0.152443717537381,1.01949807265143,0.16487770490981,-0.250073660679161,0.0439546522325852,0.0242127065086196,21.8,0
41505.0,-16.5265065691231,8.58497179585822,-18.6498531851945,9.50559351508723,-13.7938185270957,-2.83240429939747,-16.701694296045,7.51734390370987,-8.50705863675898,-14.1101844415457,5.29923634963938,-10.8340064814734,1.67112025332681,-9.37385858364976,0.360805641631617,-9.89924654080666,-19.2362923697613,-8.39855199494575,3.10173536885404,-1.51492343527852,1.19073869481428,-1.12767000902061,-2.3585787697881,0.673461328987237,-1.4136996745882,-0.46276236139933,-2.01857524875161,-1.04280416970881,364.19,1
55954.0,-2.16159951524807,-0.890353892790072,2.46060494640659,1.28812429210808,0.46987075480659,-0.449443827303551,-0.710725292545299,0.322198494639795,0.096885934941612,0.0973474886987053,0.907025382774451,0.537083627494773,-0.325389623944102,-0.0888210974623684,0.325865195452977,0.110537268087431,-0.345575761022379,0.997714502308468,0.776292443503308,0.111217828112063,0.159019407274711,0.654000091665332,-0.349706819768106,0.374340352231166,0.367522873935697,-0.122530865783686,0.373153260718858,0.172737573402832,118.29,0
77154.0,-0.715413746430203,0.608590312773943,1.15550089022062,-0.267565092666965,-0.563747540811752,-0.618897959603515,0.698307698659261,0.0698369023541396,-0.133341030527008,-1.02533539256113,1.50062918076179,-0.417898026653376,-1.59029515148629,-1.07499904137371,0.288234297659522,1.37776850908719,0.22388685433899,1.31107267514226,-0.896071786353489,-0.186977992930248,0.130748607589043,0.239389294462508,-0.0902274074581911,0.411572390517299,-0.216125965872995,0.353896329216255,-0.0623612631790606,0.0084330017316634,129.0,1
